content,content_cleaned,label,predicted_label
"The Invisible Maniac starts as a young Kevin Dornwinkle (Kris Russell) is caught by his strict mother (Marilyn Adams) watching a girl (Tracy Walker) strip through his telescope... Cut to 'Twenty Years Later' & Kevin Dornwinkle (Noel Peters) is now a physics professor who claims to have discovered a way to turn things invisible using a 'mollecular reconstruction' serum. However during a demonstration in front of his fellow scientists it fails & they all laugh at him, Dornwinkle goes mad kills a few of them & is locked away in a mental institute from which he escapes. Jump forward 'Two Weeks Later' & a group of summer college students discuss the tragic death of their physics teacher when the headmistress Mrs. Cello (Stephanie Blake as Stella Blalack) says that she has hired a replacement, yes you've guessed it it's Dornwinkle. The student don't take to him & treat him like dirt, however Dornwinkle has perfected his invisibility serum & uses it to satisfy his perverted sexual urges & his desire for revenge...<br /><br />Co-written & directed by Adam Rifkin wisely hiding under the pseudonym Rif Coogan (I wouldn't want my name to be associated with this turd of a film either) The Invisible Maniac is real bottom of the barrel stuff. The script by Rifkin, sorry Coogan & Tony Markes is awful. It tries to be a teenage sex/comedy/horror hybrid that just fails in every department. For a start the sex is nothing more than a few female shower scenes & a few boob shots, not much else I'm afraid & the birds in The Invisible Maniac aren't even that good looking. The comedy is lame & every joke misses by the proverbial mile, this is the kind of film that thinks someone fighting an invisible man or having Henry (Jason Logan) a mute man trying to make a phone call is funny. The Invisible Maniac makes the Police Academy (1984 - 1994) series of films look like the pinnacle of sophistication! As for the horror aspect that too is lame. It's also an incredibly slow (it takes over half an hour before Dornwinkles even becomes invisible), dull, predictable, boring & has highly annoying & unlikable teenage character's.<br /><br />Director Rifkin or Coogan or whatever does absolutely nothing to try & make The Invisible Maniac an even slightly enjoyable experience. There's no scares, tension or atmosphere & as a whole the film is a real chore to sit through. He does nothing with the invisibility angle, just a few doors opening on their own is as adventurous as it gets. There is very little gore or violence, a bit of splashing blood, a few strangulations & the only decent bit in the whole film when someone has their head blown off with a shotgun, unfortunately he was invisible at the time & we only get to see the headless torso afterwards.<br /><br />The budget must have been low, & I mean really low because this is one seriously cheap looking film. Dornwinkles laboratory is basically two jars on his bedside cabinet! When he escapes from the mental institution he has all of one dog sent after him & the entire school has about a dozen pupils & two teachers. The Invisible Maniac is a poorly made film throughout it's 85 minute duration, I spotted the boom mike on at least one occasion... Lets just say the acting is of a low standard & leave it at that.<br /><br />The Invisible Maniac is crap, plain & simple. I found no redeeming features in it at all, there are so many more better films out there you can watch so there is no reason whatsoever to waste your time on this rubbish. Definitely one to avoid.",invisible Maniac start young Kevin Dornwinkle Kris Russell catch strict mother Marilyn Adams watch girl Tracy Walker strip telescope cut year later Kevin Dornwinkle Noel Peters physics professor claim discover way turn thing invisible mollecular reconstruction serum demonstration fellow scientist fail laugh Dornwinkle go mad kill lock away mental institute escape jump forward week later group summer college student discuss tragic death physics teacher headmistress Mrs. Cello Stephanie Blake Stella Blalack say hire replacement yes guess Dornwinkle student treat like dirt Dornwinkle perfect invisibility serum use satisfy perverted sexual urge desire revenge <br /><br />co write direct Adam Rifkin wisely hide pseudonym Rif Coogan want associate turd film Invisible Maniac real barrel stuff script Rifkin sorry Coogan Tony Markes awful try teenage sex comedy horror hybrid fail department start sex female shower scene boob shot afraid bird invisible Maniac good looking comedy lame joke miss proverbial mile kind film think fight invisible man have Henry Jason Logan mute man try phone funny Invisible Maniac make Police Academy 1984 1994 series film look like pinnacle sophistication horror aspect lame incredibly slow take half hour dornwinkle invisible dull predictable boring highly annoying unlikable teenage character's.<br /><br />Director Rifkin Coogan absolutely try invisible Maniac slightly enjoyable experience scare tension atmosphere film real chore sit invisibility angle door open adventurous get little gore violence bit splash blood strangulation decent bit film head blow shotgun unfortunately invisible time headless torso afterwards.<br /><br />The budget low mean low seriously cheap look film dornwinkle laboratory basically jar bedside cabinet escape mental institution dog send entire school dozen pupil teacher Invisible Maniac poorly film 85 minute duration spot boom mike occasion Lets acting low standard leave that.<br /><br />The invisible Maniac crap plain simple find redeem feature well film watch reason whatsoever waste time rubbish definitely avoid,negative,positive
"I am guessing the reason this movie did so well at the box office is of course Eddie Murphy. I think this was his first movie since ""Beverly Hills Cop"" so at the time he was hot. Considering that one made over two hundred million and it was R and this one made about 80 million and it was pg does say it was not all that popular. I have never been a big Eddie Murphy fan, so that is probably another reason I didn't care for it much at all. This one has Eddie as some sort of finder of lost kids. He must find the golden child or the world is in terrible peril. The plot is very bad, but as bad as it is it does not compare to the special effects. I had seen better stuff done in the 70's than some of the stuff this one offers, Ray Harryhausen did better stuff. Still the main reason you see a movie like this is because of Eddie, unfortunately he is not very funny in this one at all and it just seems stupid to put him in the ""Raiders of the Lost Ark"" type scenes. I guess they were hoping for a fish out of water effect, but to me it just did not work.",guess reason movie box office course Eddie Murphy think movie Beverly Hills Cop time hot consider million r 80 million pg popular big Eddie Murphy fan probably reason care Eddie sort finder lost kid find golden child world terrible peril plot bad bad compare special effect see well stuff 70 stuff offer Ray Harryhausen well stuff main reason movie like Eddie unfortunately funny stupid Raiders Lost Ark type scene guess hop fish water effect work,negative,positive
"Not to be confused with the Madonna film ""The Next Best Thing"", ""The Last Big Thing"" is a silly, campy, off-the-wall comedy about a man who yearns to start a magazine called ""The Next Big Thing"" which reviews a variety of up and coming artists. This low budget indie makes ""Chuck and Buck"" look like a masterpiece. Fraught with lousy acting, poor sets and costuming, etc., ""...Thing"" has earned some awful reviews and to date has only been nominated for one fringe award. Pass on this one.",confuse Madonna film Best thing Big thing silly campy wall comedy man yearn start magazine call Big thing review variety come artist low budget indie make Chuck Buck look like masterpiece fraught lousy act poor set costuming etc thing earn awful review date nominate fringe award pass,negative,positive
"Rosario Dawson stars as a girl who is date raped and then begins a decent into darkness until given a chance at revenge. While its clear why Dawson took the role, its a chance to show her acting chops and to make a small independent, decidedly un-Hollywood film, its also clear that aside from stunning good looks, Dawson seems out of place in the role. Forgive me I simply couldn't find her. Thats not a mistake, thats how I felt, I had no idea where she was. Yes I know she's on the screen but even though I spent the better part of two hours looking at her she left no impression on me whats so ever. I blame the script for this since other than the ending, not a whole heck of a lot that happened on screen seemed to make any real sense. The people seemed to be more posture than real and what happens didn't seem to fit together. Forgive me for being vague but nothing in this film, other than the end (which I would love to talk about but can't cause it would spoil it), and the image of Rosario Dawson as nothing more than an image, stayed with me.What can I say, this may click with you, it may not, for me it's time I can't get back. For Rosario Dawson fans only, though be warned there's several real reasons why this is NC17. (And Rosario- please, you're a better actress, pick better scripts)",Rosario Dawson star girl date rap begin decent darkness give chance revenge clear Dawson take role chance act chop small independent decidedly un hollywood film clear aside stunning good look Dawson place role forgive simply find s mistake s feel idea yes know screen spend well hour look leave impression s blame script ending heck lot happen screen real sense people posture real happen fit forgive vague film end love talk cause spoil image Rosario Dawson image stay click time Rosario Dawson fan warn real reason NC17 Rosario- well actress pick well script,negative,positive
"After the superb AANKHEN(2002) which was a remake of a Gujarati play he comes with WAQT which too looks like a stage play<br /><br />In stage plays, we have characters shouting, overacting here too the same<br /><br />The first half shows Amitabh almost kidding the 40+ Akshay Kumar who acts too funny like a small nerd<br /><br />The film has a good message how not to spoil your son but sadly the way Amitabh wants to make Akki responsible is absolutely fake<br /><br />Even his reason for hiding his sickness, his runnign from the hospital and the melodramatic speech by Akki is a put off<br /><br />Some emotions do touch you but most are too over the top<br /><br />Rajpal's comedy is hilarious but too stretched in second half <br /><br />Direction by Vipul Shah is too overdone though some scenes are good Music is okay<br /><br />Amongst actors Amitabh overdoes it in the first half but is superb in emotional scenes Akshay Kumar too does his part well but looks umcomfortable in some too weepy scenes His chemistry with Bachchan is matchless Rajpal is a highlight, he makes you laugh without overacting and just his presence and his dumb behaviour and deadpan humour he is a riot Boman is good in some comic parts but too loud at places Priyanka is the heroine so nothing to do, this is her last film with Akki so far Shefali is awesome though she looks too young for Bachchan",superb AANKHEN(2002 remake Gujarati play come WAQT look like stage play < br /><br />In stage play character shout overact < br /><br />the half show Amitabh kid 40 + Akshay Kumar act funny like small nerd < br /><br />The film good message spoil son sadly way Amitabh want Akki responsible absolutely fake < br /><br />even reason hide sickness runnign hospital melodramatic speech Akki < br /><br />Some emotion touch < br /><br />Rajpal comedy hilarious stretch second half < br /><br />direction Vipul Shah overdone scene good music okay < br /><br />Amongst actor Amitabh overdo half superb emotional scene Akshay Kumar look umcomfortable weepy scene chemistry Bachchan matchless Rajpal highlight make laugh overact presence dumb behaviour deadpan humour riot Boman good comic part loud place Priyanka heroine film Akki far Shefali awesome look young Bachchan,negative,positive
"Add to the list of caricatures: a Southern preacher and ""congregation,"" a torch singer (Sophie Tucker?), a dancing chorus, and The Mills Brothers -- it only makes it worse.<br /><br />Contemptible burlesques of ""Negro"" performers, who themselves often appear in films to be parodying themselves and their race. Though the ""Negro comedy"" may have been accepted in its day, it's extremely offensive today, and I doubt that it was ever funny. Though I wouldn't have been offended, I don't think that I'd have laughed at the feeble attempts at humor. As an 11-year-old white boy, however, I might not have understood some of it.",add list caricature southern preacher congregation torch singer Sophie Tucker dancing chorus Mills Brothers make worse.<br /><br />contemptible burlesque Negro performer appear film parody race Negro comedy accept day extremely offensive today doubt funny offend think laugh feeble attempt humor 11 year old white boy understand,negative,positive
"I love these actors, but they were wasted in this flick.<br /><br />I can only wonder, what WERE they thinking agreeing to this crap???<br /><br />Debra Winger just phoned it in; Dennis Quaid and Arliss Howard were caricatures. Some people thought it was deep. Well, if you liked ""Breaking the Waves"", you'll probably like this too. I hated both. 3/10",love actor waste flick.<br /><br />I wonder think agree crap???<br /><br />Debra Winger phone Dennis Quaid Arliss Howard caricature people think deep like break wave probably like hat 3/10,negative,positive
"Before I go on I have to admit to being a huge Bon Jovi fan. In fact thats what attracted me to the DVD case in the first place. I probably would have bought it anyway being such a big horror fan and having enjoyed the first Vampires title so much.<br /><br />But this isn't half as good. Not even Jon could save this film for me. My main problem would be that it simply isn't scary. Apart from Jon's character Derek Bliss none of the other characters make an impression and you couldn't care less whether they die or not, especially the annoying vampire / drug addict woman. The female vampire simply isn't scary or sexy. Rather she looks like an anorexic 14 year girl, no wonder she is so desperate for blood then. Another huge problem is that everything is just ""too bright"". There is no atmosphere or sense of dread. I know the first Vampires being set in New Mexico wasn't exactly the twilight zone in terms of creepiness but yet it still managed to be dark and foreboding when it needed to be. This film has no tension like that.<br /><br />The story is basically the same as before. Vampire wants Berzier's cross to be able to walk in daylight. However the story has less cool bits this time. There is no wow factor in knowing this is the master of all master - the original vampire, as in the first film. You really don't care who or what this one is. There is no army of masters. Instead she hides out in some old ruin which looks more like a Disneyland attraction then a creepy temple.<br /><br />So there you have it really. Lack of scares, lack of atmosphere, lack of interesting story. A real let down for me personally.",admit huge Bon Jovi fan fact s attract dvd case place probably buy big horror fan having enjoy Vampires title much.<br /><br />But half good Jon save film main problem simply scary apart Jon character Derek Bliss character impression care die especially annoying vampire drug addict woman female vampire simply scary sexy look like anorexic 14 year girl wonder desperate blood huge problem bright atmosphere sense dread know Vampires set New Mexico exactly twilight zone term creepiness manage dark forebode need film tension like that.<br /><br />The story basically Vampire want Berzier cross able walk daylight story cool bit time wow factor know master master original vampire film care army master instead hide old ruin look like Disneyland attraction creepy temple.<br /><br />so lack scare lack atmosphere lack interesting story real let personally,negative,positive
"Despite positive reviews and screenings at the international festivals, this movie is not for everyone.<br /><br />The story is very similar to other movies, in which a teenage girl from the family of immigrants needs to overcome many common personal problems of her age, and also to struggle against the pressure of ethnic traditions in her family. She does that by choosing some kind of sport, and with the help of a local boy, that for some reason falls in love with her, she confronts her problems and wins.<br /><br />In Girlfight it's boxing, in Bend it like Beckham it's soccer, and now it's Kung Fu.<br /><br />But Fighter is much inferior product than these two, it was simply embarrassing to watch it. Semra Turan, the ""actress"" that playing the role of a teenage girl, maybe can do a lot of things, but one thing she can't do is to act. Her presence on the screen is anemic and clumsy, the dramatic situations, in which she tries to show some emotions, are dreadful, her body and facial language are of amateur actress, badly instructed by the director. The rest of the cast is a little better, but they just cannot save this cliché movie with stereotypical characters and shallow plot. Besides a few relatively good moments this movie has nothing new or interesting to offer.<br /><br />Even the kung fu fighting is not a reason to watch this, it's just so boring. The slow motion was really unnecessary, the choreography was basic and lacked the inspiration, and most of the kung fu scenes are just training or standing in all kind of kung fu positions, not actually fighting. Not to mention how ridiculous it looks when a small and skinny girl fights big and muscular boys, and knocks them off their feet. <br /><br />The only reason this movie has been noticed at all is because it's European. It's very easy to publicize this movie - A first martial arts film from Denmark, but don't be fooled, it's not. It's just a drama about stupid teenage girl and her problems, which are, by the way, not really convincing.<br /><br />Bad movie with embarrassing lines, acting and story.",despite positive review screening international festival movie everyone.<br /><br />The story similar movie teenage girl family immigrant need overcome common personal problem age struggle pressure ethnic tradition family choose kind sport help local boy reason fall love confront problem wins.<br /><br />In Girlfight box Bend like Beckham soccer Kung Fu.<br /><br />But fighter inferior product simply embarrassing watch Semra Turan actress play role teenage girl maybe lot thing thing act presence screen anemic clumsy dramatic situation try emotion dreadful body facial language amateur actress badly instruct director rest cast little well save cliché movie stereotypical character shallow plot relatively good moment movie new interesting offer.<br /><br />even kung fu fighting reason watch boring slow motion unnecessary choreography basic lack inspiration kung fu scene training stand kind kung fu position actually fight mention ridiculous look small skinny girl fight big muscular boy knock foot < br /><br />The reason movie notice european easy publicize movie martial art film Denmark fool drama stupid teenage girl problem way convincing.<br /><br />Bad movie embarrassing line acting story,negative,positive
"... but the keyword here is ""usually."" I have been known to adore movies EVERYONE thinks are dumb. But in the world of B-rated movies, THIS one is Z-rated. Absolutely ridiculous. The thing I respect about most of my favorite B-rated movies are that they don't take themselves too seriously. The makers of movies like that sort-of treat the movie lightly, even if it's a heavy topic. I get the impression, however, that the producers of this movie took themselves way to seriously, like they were putting together a 10-star classic, complete with poor attempts at poignant lines and dumb camera shots. Nevertheless, despite all this, I STILL gave it 4 out of 10 stars, as I am biased towards movies like this. If you're a B-rated fan, however, I would try too hard to find this one.",keyword usually know adore movie think dumb world b rat movie z rat absolutely ridiculous thing respect favorite b rat movie seriously maker movie like sort treat movie lightly heavy topic impression producer movie take way seriously like put 10 star classic complete poor attempt poignant line dumb camera shot despite give 4 10 star biased movie like b rat fan try hard find,negative,positive
"The last reviewer was very generous. I quiet like the first movie, but can't say I enjoy this one very much. The beginning is bearable, but it goes downhill pretty quickly. I just don't see Jon Bon Jovi as a ""bad-ass vampire hunter"" and the vampire princess is neither sexy nor scary. A lot of the scenes just do not make sense. I mean any normal person would suspect something is up when a strange woman suddenly appearing out of nowhere to seduce you, let alone an experienced hunter. Why Una is able to communicate with Jovi? Nothing was ever explain in this movie, you wouldn't mind if it was entertaining, but that was too much to ask. This has to be one of worst vampire movie I have seen.",reviewer generous quiet like movie enjoy beginning bearable go downhill pretty quickly Jon Bon Jovi bad ass vampire hunter vampire princess sexy scary lot scene sense mean normal person suspect strange woman suddenly appear seduce let experienced hunter Una able communicate Jovi explain movie mind entertaining ask bad vampire movie see,negative,positive
"En route to a small town that lays way off the beaten track (but which looks suspiciously close to a freeway), a female reporter runs into a strange hitch-hiker who agrees to help direct her to her destination. The strange man then recounts a pair of gruesome tales connected to the area: in the first story, an adulterous couple plot to kill the woman's husband, but eventually suffer a far worse fate themselves when they are attacked by a zombie; and in the second story, a group of campers have their vacation cut short when an undead outlaw takes umbrage at having his grave peed on.<br /><br />The Zombie Chronicles is an attempt by writer Garrett Clancy and director Brad Sykes at making a zombie themed anthologya nice idea, but with only two stories, it falls woefully short. And that's not the only way in which this low budget gore flick fails to deliver: the acting is lousy (with Joe Haggerty, as the tale-telling Ebenezer Jackson, giving one of the strangest performances I have ever seen); the locations are uninspired; the script is dreary; there's a sex scene with zero nudity; and the ending.... well, that beggars belief.<br /><br />To be fair, some of Sykes' creative camera-work is effective (although the gimmicky technique employed as characters run through the woods is a tad overused) and Joe Castro's cheapo gore is enthusiastic: an ear is bitten off, eyeballs are plucked out, a face is removed, brains are squished, and there is a messy decapitation. These positives just about make the film bearable, but be warned, The Zombie Chronicles ain't a stroll in the park, even for seasoned viewers of z-grade trash.<br /><br />I give The Zombie Chronicles 2/10, but generously raise my rating to 3 since I didn't get to view the film with the benefit of 3D (although I have a sneaking suspicion that an extra dimension wouldn't have made that much of a difference).",en route small town lay way beat track look suspiciously close freeway female reporter run strange hitch hiker agree help direct destination strange man recount pair gruesome tale connect area story adulterous couple plot kill woman husband eventually suffer far bad fate attack zombie second story group camper vacation cut short undead outlaw take umbrage have grave peed on.<br /><br />the Zombie Chronicles attempt writer Garrett Clancy director Brad syke make zombie theme anthologya nice idea story fall woefully short way low budget gore flick fail deliver acting lousy Joe Haggerty tale tell Ebenezer Jackson give strange performance see location uninspired script dreary sex scene zero nudity ending beggar belief.<br /><br />to fair Sykes creative camera work effective gimmicky technique employ character run wood tad overused Joe Castro cheapo gore enthusiastic ear bite eyeball pluck face remove brain squish messy decapitation positive film bearable warn Zombie Chronicles be stroll park seasoned viewer z grade trash.<br /><br />I Zombie Chronicles 2/10 generously raise rating 3 view film benefit 3d sneaking suspicion extra dimension difference,negative,positive
"I have not seen many low budget films i must admit, but this is the worst movie ever probably, the main character the old man talked like, he had a lobotomy and lost the power to speak more than one word every 5 seconds, a 5 year old could act better. The story had the most awful plot, and well the army guy had put what he thought was army like and then just went over the top, i only watched it to laugh at how bad it was, and hoped it was leading onto the real movie. I cant believe it was under the 2 night rental thing at blockbusters, instead of a please take this for free and get it out of our sight. I think there was one semi decent actor other than the woman, i think the only thing OK with the budget was the make up, but they show every important scene of the film in the beginning music bit. Awful simply awful.",see low budget film admit bad movie probably main character old man talk like lobotomy lose power speak word 5 second 5 year old act well story awful plot army guy think army like go watch laugh bad hop lead real movie not believe 2 night rental thing blockbuster instead free sight think semi decent actor woman think thing ok budget important scene film begin music bit awful simply awful,negative,positive
"This crap is like watching paint dry. I'm so disappointed because I was so eager to see it.<br /><br />There simply is no meaning to this film. If it were never made, no one would notice or care. It's hyped up because of all the big names in it, but if ""nobody's"" were in, nobody would give this film any love.<br /><br />Seriously, I was at the point where half-way through the film I would look at Vanessa Redgrave and think, ""Hurry up and die already!"" This is like the ""Joy Luck Club"" without any of the friggin' joy. It's the ""Ocean's 13"" (nothing but a big-named cast) of mother-daughter movies and completely anti-climatic...oh until it's finally over.<br /><br />I'm sure they'll all be nominated for Oscars...<br /><br />- 4 stars for cinematography and the ability to convince great actresses to commit to this junk.",crap like watch paint dry disappointed eager it.<br /><br />There simply meaning film notice care hype big name film love.<br /><br />seriously point half way film look Vanessa Redgrave think hurry die like Joy Luck Club friggin joy Ocean 13 big name cast mother daughter movie completely anti climatic oh finally over.<br /><br />I'm sure nominate oscar <br /><br />- 4 star cinematography ability convince great actress commit junk,negative,positive
"It was great to see some of my favorite stars of 30 years ago including John Ritter, Ben Gazarra and Audrey Hepburn. They looked quite wonderful. But that was it. They were not given any characters or good lines to work with. I neither understood or cared what the characters were doing.<br /><br />Some of the smaller female roles were fine, Patty Henson and Colleen Camp were quite competent and confident in their small sidekick parts. They showed some talent and it is sad they didn't go on to star in more and better films. Sadly, I didn't think Dorothy Stratten got a chance to act in this her only important film role.<br /><br />The film appears to have some fans, and I was very open-minded when I started watching it. I am a big Peter Bogdanovich fan and I enjoyed his last movie, ""Cat's Meow"" and all his early ones from ""Targets"" to ""Nickleodeon"". So, it really surprised me that I was barely able to keep awake watching this one.<br /><br />It is ironic that this movie is about a detective agency where the detectives and clients get romantically involved with each other. Five years later, Bogdanovich's ex-girlfriend, Cybil Shepherd had a hit television series called ""Moonlighting"" stealing the story idea from Bogdanovich. Of course, there was a great difference in that the series relied on tons of witty dialogue, while this tries to make do with slapstick and a few screwball lines.<br /><br />Bottom line: It ain't no ""Paper Moon"" and only a very pale version of ""What's Up, Doc"".",great favorite star 30 year ago include John Ritter Ben Gazarra Audrey Hepburn look wonderful give character good line work understand care character doing.<br /><br />Some small female role fine Patty Henson Colleen Camp competent confident small sidekick part show talent sad star well film sadly think Dorothy Stratten get chance act important film role.<br /><br />The film appear fan open minded start watch big Peter Bogdanovich fan enjoy movie Cat Meow early one target Nickleodeon surprise barely able awake watch one.<br /><br />it ironic movie detective agency detective client romantically involve year later Bogdanovich ex girlfriend Cybil Shepherd hit television series call moonlighting steal story idea Bogdanovich course great difference series rely ton witty dialogue try slapstick screwball lines.<br /><br />bottom line be Paper Moon pale version Doc,negative,positive
"a movie that attempts to be far smarter than its makers are capable of producing. the movie twists and turns through miriad plot ""surprises"" at a desperate attempt to kep the audience guessing, offcourse puncturing the ""plot"" with steamy scenes they thought would help it along.<br /><br />james belushi is involved in this pseudo-intellectual attempt and just sleep walks through the movie. the same applies for the other ""actors"". the plot is quite silly and tacky. whih in itelf is not such a crime, but towards the end, the tremendous plot-twists get very tiresome and boring.<br /><br />however, the movie does manage to generate some interest in the middle. in all worth a lazy watch on a really boring day, but don't fret if you miss this one.<br /><br />a rather lame 4!",movie attempt far smart maker capable produce movie twist turn miriad plot surprise desperate attempt kep audience guess offcourse puncture plot steamy scene think help along.<br /><br />james belushi involve pseudo intellectual attempt sleep walk movie apply actor plot silly tacky whih itelf crime end tremendous plot twist tiresome boring.<br /><br />however movie manage generate interest middle worth lazy watch boring day fret miss one.<br /><br />a lame 4,negative,positive
"A BDSM ""sub-culture"" of Los Angeles serves as backdrop for this low budget and shabbily constructed mess, plainly a vanity piece for its top-billed player, Celia Xavier, who also produces and scripts while performing a dual role as twin sisters Vanessa and Celia. A question soon develops as to whether or not some rather immoderate camera, lighting and editing pyrotechnics can ever reach a point of connection to a weak and often incoherent narrative that will not be taken seriously by a sensate viewer. Celia is employed as a highly motivated probation officer for the County of Los Angeles, while her evil natured twin has become an iconic figure within her fetishistic world largely because of erotic performances upon CD-ROMS, but when disaster befalls ""Mistress Vanessa"", virtuous Celia, determined to unearth her sister's vicious attacker, begins a new job as a ""sex slave"" at the private Castle Club where the specialty of the house is a ""dungeon party"". Two FBI field agents (whose deployment to the Vanessa case is ostensibly required due to her involvement with internet BDSM sites), in addition to a Los Angeles Police Department homicide detective, are assigned to investigate the crime, while endeavouring to provide security for Celia whose enthusiastic performance in her new vocation is avidly enough regarded by her customers as to have created conditions of personal danger for her. Flaws in logic and continuity abound, such as a homicide being allocated to L.A.P.D.'s Operations-South Bureau, a region of the metropolis that is far removed from the setting of the film. Direction is unfocused and not aided by erratic post-production editing and sound reproduction. The mentioned photographic gymnastics culminate with a batty montage near the movie's end of prior footage that is but tangentially referent to the scenario. One solid acting turn appears among this slag: Stan Abe as a zealous FBI agent.",BDSM sub culture Los Angeles serve backdrop low budget shabbily construct mess plainly vanity piece bill player Celia Xavier produce script perform dual role twin sister Vanessa Celia question soon develop immoderate camera lighting edit pyrotechnic reach point connection weak incoherent narrative take seriously sensate viewer Celia employ highly motivated probation officer County Los Angeles evil natured twin iconic figure fetishistic world largely erotic performance cd ROMS disaster befall Mistress Vanessa virtuous Celia determine unearth sister vicious attacker begin new job sex slave private Castle Club specialty house dungeon party FBI field agent deployment Vanessa case ostensibly require involvement internet BDSM site addition Los Angeles Police Department homicide detective assign investigate crime endeavour provide security Celia enthusiastic performance new vocation avidly regard customer create condition personal danger flaw logic continuity abound homicide allocate L.A.P.D. Operations South Bureau region metropolis far remove setting film direction unfocused aid erratic post production editing sound reproduction mention photographic gymnastic culminate batty montage near movie end prior footage tangentially referent scenario solid act turn appear slag Stan Abe zealous FBI agent,negative,positive
"A truly, truly dire Canadian-German co-production, the ever-wonderful Rosanna Arquette plays an actress whose teenage daughter redefines the term ""problem child"" - a few uears prior to the ""action"" the child murdered her father, and mum took the fall for the offspring. Now she's moved up to the Northwest US to start over, but her child still has a problem in that she's devoted to her mother. So devoted in fact that she kills anyone who might be seen as a threat to their bond.<br /><br />Unfortunately Mandy Schaeffer (as the daughter) murders more than people - she delivers such a terrible performance that she also wipes out the movie, though the incoherent script, useless direction and appalling music (check out the saxophone the first time she displays her bikini-clad bod) don't help any; we're supposed to find her sexy and scary, but she fails on both counts. Almost completely unalluring and not even bad enough to be amusing (not to mention the fact that Arquette and Schaeffer don't really convince as mother and daughter), all condolences to Miss Arquette and Jurgen Prochnow, both of whom are worthy of far more than this, and both of whom (particularly Rosanna) are the only sane reasons for anyone to sit through this farrago.<br /><br />One of the production companies is called Quality International Films - not since the three-hour ""Love, Lies And Murder"" (from Two Short Productions) has there been such a ""You must be joking"" credit.",truly truly dire canadian german co production wonderful Rosanna Arquette play actress teenage daughter redefine term problem child uear prior action child murder father mum take fall offspring move Northwest start child problem devoted mother devoted fact kill see threat bond.<br /><br />Unfortunately Mandy Schaeffer daughter murder people deliver terrible performance wipe movie incoherent script useless direction appalling music check saxophone time display bikini clothe bod help suppose find sexy scary fail count completely unalluring bad amusing mention fact Arquette Schaeffer convince mother daughter condolence Miss Arquette Jurgen Prochnow worthy far particularly Rosanna sane reason sit farrago.<br /><br />One production company call Quality International Films hour love Lies murder Short Productions joke credit,negative,positive
"This has to be the worst piece of garbage I've seen in a while.<br /><br />Heath Ledger is a heartthrob? He looked deformed. I wish I'd known that he and Naomi Watts are an item in real life because I spent 2 of the longest hours of my life wondering what she saw in him. <br /><br />Orlando Bloom is a heartthrob? With the scraggly beard and deer-in-the-headlights look about him, I can't say I agree.<br /><br />Rachel Griffiths was her usual fabulous self, but Geoffrey Rush looked as if he couldn't wait to get off the set. <br /><br />I'm supposed to feel sorry for bankrobbers and murderers? This is a far cry from Butch Cassidy, which actually WAS an entertaining film. This was trite, cliche-ridden and boring. We only stayed because we were convinced it would get better. It didn't.<br /><br />The last 10-15 minutes or so were unintentionally hilarious. Heath and his gang are holed up in a frontier hotel, and women and children are dying because of their presence. That's not funny. But it was funny when they walked out of the hotel with the armor on, because all we could think of was the Black Knight from Monty Python and the Holy Grail. I kept waiting for them to say ""I'll bite yer leg off!"" We were howling with laughter, as were several other warped members of the audience. When we left, pretty much everyone was talking about what a waste of time this film was.<br /><br />I may not have paid cash to see this disaster (sneak preview), but it certainly wasn't free. It cost me 2 hours of my life that I will never get back.",bad piece garbage see while.<br /><br />Heath Ledger heartthrob look deformed wish know Naomi Watts item real life spend 2 long hour life wonder see < br /><br />Orlando Bloom heartthrob scraggly beard deer headlight look agree.<br /><br />Rachel Griffiths usual fabulous self Geoffrey Rush look wait set < br /><br />I'm suppose feel sorry bankrobber murderer far cry Butch Cassidy actually entertaining film trite cliche ridden boring stay convince well didn't.<br /><br />the 10 15 minute unintentionally hilarious heath gang hole frontier hotel woman child die presence funny funny walk hotel armor think Black Knight Monty Python Holy Grail keep wait bite yer leg howl laughter warped member audience leave pretty talk waste time film was.<br /><br />I pay cash disaster sneak preview certainly free cost 2 hour life,negative,positive
"This was an absolutely terrible movie. Don't be lured in by Christopher Walken or Michael Ironside. Both are great actors, but this must simply be their worst role in history. Even their great acting could not redeem this movie's ridiculous storyline. This movie is an early nineties US propaganda piece. The most pathetic scenes were those when the Columbian rebels were making their cases for revolutions. Maria Conchita Alonso appeared phony, and her pseudo-love affair with Walken was nothing but a pathetic emotional plug in a movie that was devoid of any real meaning. I am disappointed that there are movies like this, ruining actor's like Christopher Walken's good name. I could barely sit through it.",absolutely terrible movie lure Christopher Walken Michael Ironside great actor simply bad role history great acting redeem movie ridiculous storyline movie early ninety propaganda piece pathetic scene columbian rebel make case revolution Maria Conchita Alonso appear phony pseudo love affair Walken pathetic emotional plug movie devoid real meaning disappointed movie like ruin actor like Christopher Walken good barely sit,negative,positive
